five_tup,flow_pktlen
"['10.208.8.65', '61.147.228.139', 65185, 443, 6]","[1480, 1480, 1480, 1480, 1480, 278, 59, -20, -20, -20, -20, -20, -20, -59, -1480, -363, -1377, -1480, -827, -51, 20, 55, -20, 1480, 1480, 1480, 1480, 1480, 529, -20, -20, -20, -1480, -633, -1306, -1076, 20, 1480, 1480, 1480, 1480, 1480, 543, -20, -20, -20, -20, 1480, 1480, 1480, 1480, 1480, 607, 1480, 1480, 1480, 1480, 1480, 566, -20, -20, -20, -20, -20, -20, -20, -20, -20, -20, -20, 1480, 1480, 1480, 1480, 1480, 508, 1480, 1480, 1480, 1480, 1480, 555, -20, -20, -20, -20, -1480, -645, -372, -51, 20, -1480, -650, -578, 20, 1480, 1480, 1480, 1480, 1480, 566, -20, -20, -20, 1480, 1480, 1480, 1480, 1480, 591, -20, -20, -20, -1480, -642, -434, -51, 20, -1480, -648, -372, -51, 20, -1480, -646, -145, -51, 20, -1480, -387, -542, -51, 20, -1480, -672, -1238, -2940, -1203, -4400, 20, -10240, 20, -1304, 20, 1480, 1480, 1480, 1480, 1480, 555, -20, -20, -20, -20, -20, 1480, 1480, 1480, 1480, 1480, 529, 1480, 1480, 1480, 1480, 1480, 606, -20, -20, -20, -20, -20, -20, -20, -20, -1480, -645, -561, -51, 20, 1480, 1480, 1480, 1480, 1480, 590, -20, -20, -20, -20, -1480, -421, -674, 20, -1480, -646, -145, -51, 20, -1480, -631, -1306, -645, 20, 1480, 1480, 1480, 1480, 1480, 543, -20, -20, -1480, -672, -1238, -2940, -1203, 20, -7320, 20, -7320, 20, -1332, 20, 1480, 1480, 1480, 1480, 1480, 555, 1480, 1480, 1480, 1480, 1480, 529, -20, -20, -20, -20, -20, -20, -20, -20, -20, 1480, 1480, 1480, 1480, 1480, 566, 1480, 1480, 1480, 1480, 1480, 606, -20, -20, -20, -20, -20, -20, -20, -20, -1480, -645, -372, -51, 20, 55, -1480, -646, -561, -51, 20, 1480, 1480, 1480, 1480, 1480, 590, -20, -20, -20, -20, -1480, -384, -629, -51, 20, -1480, -630, -1306, -330, 20, -1480, -645, -144, -51, 20, 1480, 1480, 1480, 1480, 1480, 543, -20, -20, -20, -20, -1480, -670, -1238, 20, -1480, -1480, -1203, 20, -1480, -1480, -1480, 20, -1480, -1480, -7320, 20, -1353, 20]"
"['2001:da8:1002:a000::6:a3cf', '2600:1406:4200:4::1748:5a55', 49798, 443, 6]","[126, 66, -20, -20, -66, -363, -1460, -372, 20, -58, 62, 116, 126, 127, 127, 123, -20, -20, -354, -1460, -1050, 20, -2900, 20, -2900, 20, -1460, -1460, -2900, 20, -2900, 20, -1460, -1460, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -410, 20, -20, -366, -365, -1082, 20, -1460, -742, 20, -20, -361, 20, -1460, -666, 20, -1460, -1051, 20, -58, 20, 115, 116, -352, -2900, 20, -2900, 20, -2900, 20, 62, -2900, 20, -1460, -340, 20, -358, -1460, -398, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -5780, 20, -2900, 20, -2900, 20, -5780, -2900, -2900, 20, -21620, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -1460, -1401, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -5780, 20, -2900, 20, -5780, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -1460, -1460, 20, -2900, 20, -2900, 20, -2900, 20, -959, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -5780, 20, -2900, 20, -2900, 20, -5780, 20, -4340, -214, 20]"
"['10.208.8.65', '20.205.115.81', 65180, 443, 6]","[1460, 1460, 1460, 1460, 1014, 66, -20, -32, -20, -20, -66, -153, 20, 62, -20]"
"['10.208.8.65', '13.32.121.21', 64891, 443, 6]","[584, 59, -20, -20, -59, -361, 20]"
"['10.208.8.65', '34.197.21.146', 49970, 443, 6]","[102, 66, -20, -20, -66, -280, 20, 62, 490, -20, -20, -229, -274, -58, 20, 489, -20, -229, -1472, -68, -58, 20]"
"['10.208.8.65', '23.62.46.18', 49209, 443, 6]","[281, 59, -20, -20, -59, -1480, 20, -83, -84, 20, 55, -20, 281, -20, -83, -1480, 32, 20, -53, -51, 20, 281, -20, -83, -1480, 32, 20, -53, -51, 20, 55, -20]"
"['10.208.8.65', '20.190.163.18', 49375, 443, 6]","[1460, 708, -32, -20, -2940, -121, 20]"
"['10.208.8.65', '34.200.40.122', 49978, 443, 6]","[599, 66, -32, -20, -66, -201, 20]"
"['10.208.8.65', '23.62.46.12', 65414, 443, 6]","[562, 59, -20, -20, -59, -1480, -648, 20, -148, 20, -51, 55, -20, -20, 1480, 1452, -20, -1480, -648, 20, -148, -51, 20, 562, -20, -1480, -648, 20, -148, -51, 20, 55, -20]"
"['2001:da8:1002:a000::6:a3cf', '2603:1047:1:168::18', 49675, 443, 6]","[1420, 1420, 1420, 1420, 1420, 1420, 282, -20, -20, -20, -5780, -825, 20]"
"['10.208.8.65', '204.79.197.203', 49153, 443, 6]","[1460, 1460, 208, 66, 1052, -20, -20, -20, -66, 20, -182, -1480, -868, -1480, -1480, -2940, -140, 32, 20, 62, -1480, -368, -1480, 32, 20, -66, -58, 20, 702, 265, 264, 266, 267, 266, 266, -20, -20, -20, -20, -20, -202, 20, -924, 20]"
"['10.208.8.65', '20.190.163.18', 49267, 443, 6]","[754, 747, -20, -4400, -780, 20]"
"['10.208.8.65', '20.189.173.13', 64874, 443, 6]","[1203, 1460, 130, -32, -20, -472, 1202, 977, -20, -472, 20, 1202, 761, -20, -472, 20]"
"['2001:da8:1002:a000::6:a3cf', '2408:80f1:100:1010::33', 49181, 443, 6]","[969, 66, 969, 970, 969, 970, 969, 969, -20, -66, 20, -376, 20, 62, -376, -376, 20, -376, -20, -1088, 20]"
"['10.208.8.65', '112.65.69.52', 50033, 443, 6]","[32, -32, 20, 537, -20, -4400, -572, 20, 146, -278, 1300, -476, 20]"
"['10.208.8.65', '180.163.247.134', 49998, 443, 6]","[160, 66, -20, -20, -66, -301, 20, 62, -20]"
"['10.208.8.65', '112.65.69.52', 50034, 443, 6]","[32, -32, 20, 537, -20, -2940, -1480, -572, 20, 146, -278, 1276, -476, 20]"
"['10.208.8.65', '112.65.69.52', 50035, 443, 6]","[32, -32, 20, 537, -20, -157, 71, 1283, -20, -476, 1276, -476, 20]"
"['10.208.8.65', '112.65.69.52', 50036, 443, 6]","[32, -32, 20, 537, -20, -4400, -572, 20, 146, -278, 1298, -476, 20]"
"['10.208.8.65', '112.65.69.52', 50037, 443, 6]","[32, -32, 20, 537, -20, -4400, -572, 20, 146, -278, 1276, -476, 20]"
"['10.208.8.65', '112.65.69.52', 50038, 443, 6]","[32, -32, 20, 537, -20, -4400, -572, 20, 146, -278, 1279, -476, 20]"
"['2001:da8:1002:a000::6:a3cf', '2409:8728:32f2:10::1:66', 49183, 443, 6]","[558, 66, -20, -20, -4340, 20, -5780, 20, -1460, -1460, -2900, 32, 20, -7220, 20, 62, -8660, 20, -20, -8660, 20, -10100, 20, -10100, 20, -11540, 20, -7220, -1405, 20, 651, -20, -8660, -674, 20]"
"['10.208.8.65', '202.89.233.96', 49692, 443, 6]","[199, 66, -20, -20, -66, 20, -248, -58, 20, 62, -20]"
"['2001:da8:1002:a000::6:a3cf', '2603:1047:1:168::82', 49688, 443, 6]","[1420, 572, -20, -641, 20]"
"['2001:da8:1002:a000::6:a3cf', '2620:1ec:4f:1::49', 49703, 443, 6]","[123, 66, -20, -66, 20, -1102, -58, 20, 62, -20]"
"['10.208.8.65', '20.44.10.122', 49942, 443, 6]","[20, -20]"
"['10.208.8.65', '20.205.115.81', 49939, 443, 6]","[20, -20]"
"['2001:da8:1002:a000::6:a3cf', '2603:1047:1:168::82', 49911, 443, 6]","[20, -20]"
"['10.208.8.65', '20.189.173.9', 49709, 443, 6]","[1320, 1460, 1460, 1460, 1460, 1460, 1460, 909, 1460, 1460, 1460, 1460, 1460]"
"['10.208.8.65', '20.44.10.122', 49941, 443, 6]","[20, -20]"
"['2001:da8:1002:a000::6:a3cf', '2402:4f00:4002:400::df77:f80b', 49339, 443, 6]","[1460, 1460, 1460, 1460, 1460, 509, -20, -20, -20, -20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -1460, -1163, 20, 1460, 1460, 1460, 1460, 1460, 509, -20, -20, -20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -1460, -1460, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -1460, -292, 20]"
"['2001:da8:1002:a000::6:a3cf', '2402:4f00:4002:400::df77:f80b', 49337, 443, 6]","[1460, 1460, 1460, 1460, 1460, 509, -20, -20, -20, -20, -20, -5780, 20, -2900, 20, -2900, 20, -2900, 20, -1460, -1165, 20, 1460, 1460, 1460, 1460, 1460, 509, -20, -20, -20, -5780, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -1460, -290, 20]"
"['2001:da8:1002:a000::6:a3cf', '2402:4f00:4002:400::df77:f80b', 49338, 443, 6]","[1460, 1460, 1460, 1460, 1460, 521, -20, -20, -20, -20, -20, -20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -5780, 20, -2900, 20, -1460, -1460, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -5780, 20, -2900, 20, -2900, 20, -2900, 20, -4340, -1434, 20]"
"['2001:da8:1002:a000::6:a3cf', '2402:4f00:4002:400::df77:f80b', 49341, 443, 6]","[1460, 1460, 1460, 1460, 1460, 509, -20, -20, -20, -20, -20, -20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -1460, -1460, -2900, 32, 20, 20, -2900, 20, -2900, 20, -2900, 20, -1460, -291, 20, 1460, 1460, 1460, 1460, 1460, 508, -20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -1460, -1460, 32, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -1460, -1460, 32, 20, -1460, -290, 20]"
"['2001:da8:1002:a000::6:a3cf', '2402:4f00:4002:400::df77:f80b', 49342, 443, 6]","[1460, 1460, 1460, 1460, 1460, 509, -20, -20, -20, -20, -1460, -1460, 32, 20, -2900, 20, -2900, 20, -2900, 20, -1460, -1460, 32, 20, -2900, 20, -2900, 20, -5780, 20, -5780, 20, -1460, -290, 20, 1460, 1460, 1460, 1460, 1460, 509, -20, -20, -20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -290, -1460, 32, 20]"
"['2001:da8:1002:a000::6:a3cf', '2402:4f00:4002:400::df77:f80b', 49340, 443, 6]","[1460, 1460, 1460, 1460, 1460, 509, -20, -20, -20, -2900, 20, -2900, 20, -1460, -1460, -2900, 20, -4340, -1165, 20, 1460, 1460, 1460, 1460, 1460, 509, -20, -20, -20, -20, -2900, 20, -2900, 20, -2900, 20, -1460, -1460, -2900, 20, -1460, -1163, 20]"
"['34.200.40.122', '10.208.8.65', 443, 49979, 6]","[-66, -51, -20, 20]"
"['2001:da8:1002:a000::6:a3cf', '2600:1f18:e8a:cd10:3bb7:12f:ec6a:dc8a', 49880, 443, 6]","[1460, 1460, 992, 66, -20, -20, -20, -20, -66, -93, -1240, -631, 20, 62, 1085, -20, -88, -101, 20]"
"['10.208.8.65', '146.75.114.132', 49721, 443, 6]","[1460, 1460, 746, 59, -20, -20, -20, -59, -621, 20, 55, 1460, 1460, 746, -20, -20, -20, -597, 20]"
